100003,6,0:00:00,6,6:02:00,train,0
100004,6,9:27:50,6,23:59:59,train,9
100005,7,0:00:00,7,22:59:59,train,0
100030,5,23:00:00,6,10:31:39,train,23
100031,6,18:22:47,6,22:59:59,train,18
100032,6,23:00:00,7,8:20:15,train,23
100033,7,8:25:48,7,8:27:46,walk,8
100034,7,10:05:04,7,11:58:38,train,10
100035,7,13:14:26,7,16:19:10,train,13
100036,7,16:30:20,7,17:21:26,bus,16
100037,7,14:24:54,7,15:03:44,bus,14
100039,6,4:18:47,6,4:31:09,walk,4
100040,6,4:42:07,6,4:43:26,walk,4
100041,6,4:44:53,6,4:46:10,walk,4
100086,6,14:13:59,6,14:33:14,taxi,14
100087,6,14:33:35,6,14:36:07,walk,14
100088,6,19:31:55,6,19:42:31,taxi,19
100089,6,23:08:27,6,23:15:57,walk,23
100090,6,23:19:03,6,23:27:16,taxi,23
100205,6,6:24:33,6,7:25:48,train,6
100206,6,7:30:51,6,7:58:48,taxi,7
100207,6,8:13:33,6,8:22:05,subway,8
100208,6,8:23:10,6,8:26:31,walk,8
100209,6,18:42:13,6,19:29:29,car,18
100210,6,19:44:42,6,20:14:37,train,19
100211,6,20:20:16,6,20:23:53,walk,20
100212,6,20:30:54,6,20:35:26,bus,20
100213,7,6:22:35,7,6:24:42,taxi,6
100214,7,6:44:32,7,7:14:43,train,6
100215,7,7:19:02,7,7:40:37,taxi,7
100216,7,8:04:47,7,8:13:50,subway,8
100217,7,8:16:21,7,8:19:49,walk,8
100218,7,19:06:25,7,19:15:44,subway,19
100219,7,19:18:45,7,19:20:26,walk,19
100220,7,19:47:43,7,19:49:22,walk,19
100221,7,20:29:51,7,22:59:59,train,20
100381,6,19:06:06,6,19:10:54,taxi,19
100382,6,19:22:48,6,19:24:57,walk,19
100383,6,19:44:52,6,19:50:22,walk,19
100384,6,20:00:00,6,20:07:09,taxi,20
100396,6,11:59:27,6,12:30:18,train,11
100397,6,12:35:38,6,13:06:30,taxi,12
100416,6,17:41:06,6,17:50:29,walk,17
100417,6,17:56:03,6,19:09:21,bus,17
100419,6,12:16:28,6,12:25:31,subway,12
100420,6,12:57:11,6,13:09:14,taxi,12
100421,6,15:39:43,6,16:16:10,train,15
100422,6,16:27:08,6,16:49:35,train,16
100423,6,16:59:47,6,17:05:09,taxi,16
100424,6,17:51:03,6,17:56:30,walk,17
100425,6,18:02:44,6,18:13:35,subway,18
100426,6,18:30:11,6,19:17:54,subway,18
100427,6,19:30:30,6,19:43:24,taxi,19
100428,7,18:10:46,7,18:16:02,walk,18
100429,7,18:19:25,7,18:21:54,taxi,18
100430,7,18:30:54,7,18:34:14,taxi,18
100431,7,18:59:29,7,19:29:48,train,18
100432,7,19:43:12,7,20:23:26,bus,19
100433,7,20:23:34,7,20:25:07,walk,20
100434,7,20:25:34,7,20:37:28,taxi,20
200001,6,13:13:01,6,15:01:37,walk,13
200002,6,16:34:43,6,21:50:30,walk,16
200003,6,21:50:31,6,22:01:58,bus,21
200004,6,22:01:59,6,22:31:43,walk,22
200005,7,11:33:31,7,11:44:25,walk,11
200006,7,11:44:26,7,12:04:09,bus,11
200007,7,12:04:10,7,12:23:21,walk,12
200008,7,12:23:22,7,12:34:33,bus,12
200009,7,12:34:34,7,12:49:41,walk,12
200010,7,12:49:42,7,13:16:50,bus,12
200011,7,13:16:51,7,14:20:26,walk,13
200012,7,14:20:27,7,14:35:22,bus,14
200013,7,14:35:23,7,14:42:52,walk,14
200014,7,21:33:00,7,22:08:52,bus,21
200034,6,11:42:02,6,13:16:53,walk,11
200035,6,21:20:01,6,22:00:54,walk,21
200036,7,10:48:09,7,10:53:44,walk,10
200037,7,10:53:45,7,11:05:04,bus,10
200038,7,11:05:05,7,11:12:58,walk,11
200039,7,21:32:55,7,21:58:55,walk,21
200056,6,18:30:41,6,22:00:55,walk,18
200057,6,18:30:41,6,22:21:07,walk,18
200058,6,22:00:56,6,22:13:43,bus,22
200059,6,22:13:44,6,22:21:07,walk,22
200060,7,7:05:06,7,17:49:02,subway,7
200061,7,7:05:06,7,7:14:44,walk,7
200062,7,7:14:45,7,7:32:47,subway,7
200063,7,7:32:48,7,9:53:35,walk,7
200064,7,9:53:36,7,11:13:07,train,9
200065,7,11:13:08,7,15:38:19,walk,11
200066,7,15:38:20,7,17:26:49,car,15
200067,7,17:26:50,7,17:49:02,walk,17
200092,6,9:16:31,6,9:19:44,walk,9
200093,6,9:19:45,6,9:30:56,bus,9
