39.917205,116.34165,0,208,39893.0952199074,2009-03-21,02:17:07,2
39.917053,116.342842,0,191,39893.095474537,2009-03-21,02:17:29,2
39.917131,116.343993,0,180,39893.0957638889,2009-03-21,02:17:54,2
39.917089,116.345516,0,175,39893.0959490741,2009-03-21,02:18:10,2
39.917111,116.346749,0,177,39893.0962152778,2009-03-21,02:18:33,2
39.916722,116.347293,0,185,39893.0966666667,2009-03-21,02:19:12,2
39.915486,116.347201,0,171,39893.096875,2009-03-21,02:19:30,2
39.914628,116.346992,0,181,39893.0979050926,2009-03-21,02:20:59,2
39.913606,116.347016,0,230,39893.0982986111,2009-03-21,02:21:33,2
39.912644,116.3468,0,259,39893.0985185185,2009-03-21,02:21:52,2
39.911777,116.346744,0,330,39893.0989583333,2009-03-21,02:22:30,2
39.910647,116.346608,0,363,39893.0992361111,2009-03-21,02:22:54,2
39.909315,116.346604,0,361,39893.0994212963,2009-03-21,02:23:10,2
39.907942,116.346621,0,354,39893.0996527778,2009-03-21,02:23:30,2
39.906856,116.346521,0,190,39893.1002662037,2009-03-21,02:24:23,2
39.906306,116.346564,0,239,39893.1008101852,2009-03-21,02:25:10,2
39.905566,116.346547,0,272,39893.1012731481,2009-03-21,02:25:50,2
39.904639,116.3465,0,300,39893.1014814815,2009-03-21,02:26:08,2
39.904286,116.345853,0,322,39893.1019791667,2009-03-21,02:26:51,2
39.904285,116.344353,0,309,39893.1021643518,2009-03-21,02:27:07,2
39.900847,116.342637,0,353,39893.1025347222,2009-03-21,02:27:39,2
39.897262,116.344964,0,388,39893.1027199074,2009-03-21,02:27:55,2
39.906523,116.34097,0,260,39893.1030902778,2009-03-21,02:28:27,2
39.906593,116.342677,0,235,39893.103275463,2009-03-21,02:28:43,2
39.906235,116.344014,0,264,39893.1035763889,2009-03-21,02:29:09,2
39.906047,116.344994,0,312,39893.1039351852,2009-03-21,02:29:40,2
39.906172,116.345977,0,374,39893.104375,2009-03-21,02:30:18,2
39.906027,116.347572,0,346,39893.1045601852,2009-03-21,02:30:34,2
39.906122,116.349573,0,351,39893.1047453704,2009-03-21,02:30:50,2
39.906132,116.351527,0,363,39893.1049305556,2009-03-21,02:31:06,2
39.906071,116.352689,0,393,39893.1052893519,2009-03-21,02:31:37,2
39.90605,116.354157,0,415,39893.1055555556,2009-03-21,02:32:00,2
39.905914,116.355677,0,435,39893.1057407407,2009-03-21,02:32:16,2
39.905528,116.357048,0,454,39893.1059259259,2009-03-21,02:32:32,2
39.905183,116.358588,0,489,39893.1061111111,2009-03-21,02:32:48,2
39.904941,116.360338,0,518,39893.1062962963,2009-03-21,02:33:04,2
39.899492,116.385277,0,-102,39893.4694328704,2009-03-21,11:15:59,2
39.899162,116.385666,0,106,39893.469837963,2009-03-21,11:16:34,2
39.898995,116.385751,0,105,39893.4706134259,2009-03-21,11:17:41,2
39.898261,116.385497,0,108,39893.4713078704,2009-03-21,11:18:41,2
39.898459,116.384452,0,71,39893.4719212963,2009-03-21,11:19:34,2
39.897828,116.38428,0,15,39893.4725347222,2009-03-21,11:20:27,2
39.897656,116.383428,0,-13,39893.4732060185,2009-03-21,11:21:25,2
39.897624,116.382476,0,-12,39893.4738657407,2009-03-21,11:22:22,2
39.89754,116.381505,0,-22,39893.4745717593,2009-03-21,11:23:23,2
39.897518,116.380414,0,-38,39893.4752199074,2009-03-21,11:24:19,2
39.897515,116.379418,0,0,39893.4759375,2009-03-21,11:25:21,2
39.897256,116.378903,0,0,39893.4766550926,2009-03-21,11:26:23,2
39.896954,116.378202,0,-214,39893.4775694444,2009-03-21,11:27:42,2
39.898099,116.378085,0,155,39893.4778125,2009-03-21,11:28:03,2
39.898583,116.377208,0,127,39893.4780671296,2009-03-21,11:28:25,2
39.898564,116.375417,0,109,39893.4782523148,2009-03-21,11:28:41,2
39.898639,116.373035,0,104,39893.4784375,2009-03-21,11:28:57,2
39.89871,116.370923,0,100,39893.4786226852,2009-03-21,11:29:13,2
39.898723,116.370314,0,99,39893.4789351852,2009-03-21,11:29:40,2
39.898694,116.369435,0,90,39893.4792708333,2009-03-21,11:30:09,2
39.89877,116.368104,0,97,39893.479525463,2009-03-21,11:30:31,2
39.899804,116.36811,0,120,39893.4797222222,2009-03-21,11:30:48,2
39.901079,116.368082,0,144,39893.4799074074,2009-03-21,11:31:04,2
39.902323,116.368089,0,147,39893.4801157407,2009-03-21,11:31:22,2
39.905117,116.367972,0,148,39893.4809953704,2009-03-21,11:32:38,2
39.903536,116.368132,0,213,39893.481712963,2009-03-21,11:33:40,2
39.905211,116.368089,0,362,39893.4819791667,2009-03-21,11:34:03,2
39.905819,116.368011,0,495,39893.4825347222,2009-03-21,11:34:51,2
39.906703,116.36787,0,566,39893.4830092593,2009-03-21,11:35:32,2
39.907837,116.367912,0,622,39893.4831944444,2009-03-21,11:35:48,2
39.908762,116.368202,0,654,39893.4834143519,2009-03-21,11:36:07,2
39.907417,116.370272,0,355,39893.4839583333,2009-03-21,11:36:54,2
39.907214,116.36937,0,425,39893.4842824074,2009-03-21,11:37:22,2
39.905999,116.368336,0,465,39893.4845138889,2009-03-21,11:37:42,2
39.905856,116.36733,0,455,39893.4849074074,2009-03-21,11:38:16,2
39.905945,116.365492,0,347,39893.4850925926,2009-03-21,11:38:32,2
39.905876,116.363397,0,287,39893.4852777778,2009-03-21,11:38:48,2
39.905856,116.361383,0,248,39893.485462963,2009-03-21,11:39:04,2
39.90589,116.359373,0,208,39893.4856481481,2009-03-21,11:39:20,2
39.905946,116.358082,0,197,39893.4859143518,2009-03-21,11:39:43,2
