39.935965,116.337981,0,117,39886.0561111111,2009-03-14,01:20:48,2
39.936088,116.336713,0,99,39886.0563773148,2009-03-14,01:21:11,2
39.936688,116.336339,0,100,39886.0565972222,2009-03-14,01:21:30,2
39.937431,116.335631,0,96,39886.0568634259,2009-03-14,01:21:53,2
39.937349,116.334359,0,80,39886.0570833333,2009-03-14,01:22:12,2
39.937221,116.333059,0,87,39886.0573842593,2009-03-14,01:22:38,2
39.937257,116.331774,0,45,39886.057650463,2009-03-14,01:23:01,2
39.937101,116.330522,0,89,39886.0579166667,2009-03-14,01:23:24,2
39.937056,116.329879,0,80,39886.0586689815,2009-03-14,01:24:29,2
39.937045,116.328597,0,33,39886.0589930556,2009-03-14,01:24:57,2
39.937329,116.32674,0,-40,39886.0591782407,2009-03-14,01:25:13,2
39.937453,116.324844,0,-41,39886.0593634259,2009-03-14,01:25:29,2
39.937354,116.323678,0,-4,39886.0595486111,2009-03-14,01:25:45,2
39.937674,116.322794,0,-14,39886.06,2009-03-14,01:26:24,2
39.937782,116.321235,0,-13,39886.0601851852,2009-03-14,01:26:40,2
39.937798,116.319815,0,60,39886.0604976852,2009-03-14,01:27:07,2
39.938948,116.319446,0,67,39886.0607175926,2009-03-14,01:27:26,2
39.940321,116.319318,0,84,39886.0609027778,2009-03-14,01:27:42,2
39.941605,116.319173,0,86,39886.061087963,2009-03-14,01:27:58,2
39.942735,116.319042,0,87,39886.0613194444,2009-03-14,01:28:18,2
39.943227,116.318913,0,71,39886.0620023148,2009-03-14,01:29:17,2
39.944061,116.318839,0,38,39886.0624305556,2009-03-14,01:29:54,2
39.94524,116.318618,0,38,39886.0626157407,2009-03-14,01:30:10,2
39.946286,116.31845,0,45,39886.0628009259,2009-03-14,01:30:26,2
39.946844,116.318416,0,66,39886.0633449074,2009-03-14,01:31:13,2
39.947826,116.318312,0,69,39886.0637152778,2009-03-14,01:31:45,2
39.949166,116.318111,0,68,39886.063900463,2009-03-14,01:32:01,2
39.950326,116.318041,0,49,39886.0640856481,2009-03-14,01:32:17,2
39.950384,116.319183,0,27,39886.0643518518,2009-03-14,01:32:40,2
39.95048,116.320705,0,8,39886.064537037,2009-03-14,01:32:56,2
39.949924,116.321528,0,-120,39886.0647685185,2009-03-14,01:33:16,2
39.950378,116.322412,0,-140,39886.0650115741,2009-03-14,01:33:37,2
39.950618,116.323996,0,-127,39886.0651967593,2009-03-14,01:33:53,2
39.950677,116.325579,0,-92,39886.0653819444,2009-03-14,01:34:09,2
39.950795,116.326926,0,-59,39886.0655671296,2009-03-14,01:34:25,2
39.950873,116.32827,0,-25,39886.0657638889,2009-03-14,01:34:42,2
39.950933,116.329066,0,38,39886.0661111111,2009-03-14,01:35:12,2
39.950954,116.329589,0,45,39886.0667013889,2009-03-14,01:36:03,2
39.951959,116.329681,0,67,39886.0669212963,2009-03-14,01:36:22,2
39.953094,116.329559,0,98,39886.0671064815,2009-03-14,01:36:38,2
39.953897,116.329496,0,97,39886.0675347222,2009-03-14,01:37:15,2
39.954862,116.329294,0,115,39886.0677199074,2009-03-14,01:37:31,2
39.955723,116.329117,0,122,39886.0683449074,2009-03-14,01:38:25,2
39.957044,116.329025,0,95,39886.0685300926,2009-03-14,01:38:41,2
39.958636,116.328927,0,66,39886.0687152778,2009-03-14,01:38:57,2
39.959739,116.328809,0,20,39886.0691898148,2009-03-14,01:39:38,2
39.960777,116.328653,0,69,39886.0694560185,2009-03-14,01:40:01,2
39.962074,116.328503,0,86,39886.0696412037,2009-03-14,01:40:17,2
39.963266,116.32836,0,78,39886.0698263889,2009-03-14,01:40:33,2
39.964143,116.328177,0,38,39886.070150463,2009-03-14,01:41:01,2
39.965533,116.328168,0,46,39886.0703356481,2009-03-14,01:41:17,2
39.966557,116.327992,0,64,39886.0705208333,2009-03-14,01:41:33,2
39.96777,116.327916,0,68,39886.0707060185,2009-03-14,01:41:49,2
39.969119,116.327849,0,69,39886.0708912037,2009-03-14,01:42:05,2
39.970102,116.327856,0,89,39886.0711342593,2009-03-14,01:42:26,2
39.970895,116.327748,0,121,39886.0715740741,2009-03-14,01:43:04,2
39.9722,116.327729,0,106,39886.0717708333,2009-03-14,01:43:21,2
39.973643,116.327664,0,100,39886.0719560185,2009-03-14,01:43:37,2
39.974494,116.327693,0,108,39886.0722569444,2009-03-14,01:44:03,2
39.97564,116.327593,0,92,39886.0724421296,2009-03-14,01:44:19,2
39.976797,116.327443,0,65,39886.0726273148,2009-03-14,01:44:35,2
39.977709,116.327288,0,108,39886.0729050926,2009-03-14,01:44:59,2
39.979004,116.327269,0,154,39886.0731134259,2009-03-14,01:45:17,2
39.980545,116.327261,0,117,39886.0732986111,2009-03-14,01:45:33,2
39.981724,116.327306,0,124,39886.0734837963,2009-03-14,01:45:49,2
39.981837,116.327297,0,126,39886.0741782407,2009-03-14,01:46:49,2
39.982908,116.327156,0,128,39886.0743981482,2009-03-14,01:47:08,2
39.98417,116.327158,0,103,39886.0745949074,2009-03-14,01:47:25,2
39.984224,116.327066,0,95,39886.0752893519,2009-03-14,01:48:25,2
39.985852,116.327191,0,151,39886.0755787037,2009-03-14,01:48:50,2
39.986608,116.327036,0,98,39886.0759259259,2009-03-14,01:49:20,2
39.987655,116.327023,0,92,39886.0761689815,2009-03-14,01:49:41,2
39.989111,116.327285,0,82,39886.0765162037,2009-03-14,01:50:11,2
39.989606,116.32706,0,99,39886.0770833333,2009-03-14,01:51:00,2
39.990276,116.327032,0,125,39886.0777314815,2009-03-14,01:51:56,2
39.991213,116.327021,0,169,39886.0785300926,2009-03-14,01:53:05,2
39.991151,116.326992,0,205,39886.0791087963,2009-03-14,01:53:55,2
39.991891,116.326528,0,239,39886.0796875,2009-03-14,01:54:45,2
39.992726,116.326723,0,246,39886.0800925926,2009-03-14,01:55:20,2
39.992107,116.326659,0,373,39886.0805787037,2009-03-14,01:56:02,2
39.993636,116.327052,0,306,39886.0809606481,2009-03-14,01:56:35,2
39.994434,116.32749,0,168,39886.0813657407,2009-03-14,01:57:10,2
39.994937,116.327941,0,121,39886.0820486111,2009-03-14,01:58:09,2
39.99539,116.328498,0,123,39886.0828703704,2009-03-14,01:59:20,2
39.995969,116.328797,0,163,39886.083587963,2009-03-14,02:00:22,2
39.995942,116.328542,0,144,39886.0844212963,2009-03-14,02:01:34,2
39.995897,116.328516,0,301,39886.0950347222,2009-03-14,02:16:51,2
39.995443,116.328756,0,149,39886.0953819444,2009-03-14,02:17:21,2
39.994793,116.32857,0,107,39886.0960416667,2009-03-14,02:18:18,2
39.994372,116.327904,0,11,39886.0967708333,2009-03-14,02:19:21,2
39.993682,116.327889,0,-6,39886.0975925926,2009-03-14,02:20:32,2
39.993417,116.328237,0,17,39886.0982986111,2009-03-14,02:21:33,2
39.993235,116.328118,0,10,39886.0990972222,2009-03-14,02:22:42,2
39.99171,116.328145,0,8,39886.0994097222,2009-03-14,02:23:09,2
39.991056,116.328682,0,32,39886.0997569444,2009-03-14,02:23:39,2
39.991501,116.329025,0,176,39886.1002893519,2009-03-14,02:24:25,2
39.99124,116.329938,0,279,39886.1007986111,2009-03-14,02:25:09,2
39.991801,116.330528,0,226,39886.1012384259,2009-03-14,02:25:47,2
39.991891,116.331436,0,173,39886.1018981481,2009-03-14,02:26:44,2
39.992544,116.331319,0,187,39886.1029513889,2009-03-14,02:28:15,2
39.99282,116.331176,0,190,39886.1034027778,2009-03-14,02:28:54,2
39.939618,116.347971,0,129,39886.1126273148,2009-03-14,02:42:11,2
40.010111,116.32005,0,109,39886.2730439815,2009-03-14,06:33:11,4
40.007748,116.321093,0,90,39886.2739699074,2009-03-14,06:34:31,4
40.005216,116.321323,0,95,39886.2748958333,2009-03-14,06:35:51,4
40.002726,116.321569,0,110,39886.2758217593,2009-03-14,06:37:11,4
40.00018,116.321796,0,117,39886.2767476852,2009-03-14,06:38:31,4
39.999737,116.32491,0,105,39886.2776736111,2009-03-14,06:39:51,4
39.99995,116.327341,0,104,39886.2785185185,2009-03-14,06:41:04,4
39.99978,116.327054,0,166,39886.4169907407,2009-03-14,10:00:28,4
39.999769,116.326953,0,188,39886.4178009259,2009-03-14,10:01:38,4
39.999817,116.325692,0,119,39886.4186689815,2009-03-14,10:02:53,4
40.000648,116.324523,0,49,39886.4195949074,2009-03-14,10:04:13,4
40.00227,116.324373,0,-291,39886.4205208333,2009-03-14,10:05:33,4
40.005077,116.324052,0,-304,39886.4214467593,2009-03-14,10:06:53,4
40.00774,116.324169,0,61,39886.4223726852,2009-03-14,10:08:13,4
40.009576,116.323298,0,98,39886.4232986111,2009-03-14,10:09:33,4
40.008897,116.321214,0,87,39886.424224537,2009-03-14,10:10:53,4
40.009434,116.320288,0,112,39886.4250925926,2009-03-14,10:12:08,4
40.009253,116.320549,0,144,39886.4606134259,2009-03-14,11:03:17,4
40.007961,116.32111,0,89,39886.4615393518,2009-03-14,11:04:37,4
40.006627,116.321387,0,111,39886.4624652778,2009-03-14,11:05:57,4
40.006648,116.32361,0,125,39886.4633912037,2009-03-14,11:07:17,4
40.005305,116.324226,0,121,39886.4643171296,2009-03-14,11:08:37,4
40.003722,116.324333,0,154,39886.4652430556,2009-03-14,11:09:57,4
40.002386,116.32443,0,153,39886.4661689815,2009-03-14,11:11:17,4
40.002397,116.326182,0,112,39886.4670949074,2009-03-14,11:12:37,4
