39.9842616,116.3807049,0,216.5,39901.1261574074,2009-03-29,03:01:40,17
39.9816999,116.3807533,0,216.5,39901.1269097222,2009-03-29,03:02:45,17
39.9819383,116.3814266,0,219.8,39901.1281365741,2009-03-29,03:04:31,17
39.9841166,116.381235,0,219.8,39901.1283217593,2009-03-29,03:04:47,17
39.98636,116.38129,0,216.5,39901.1285069444,2009-03-29,03:05:03,17
39.9885416,116.3812366,0,206.7,39901.1286921296,2009-03-29,03:05:19,17
39.99082,116.3812533,0,203.4,39901.1288773148,2009-03-29,03:05:35,17
39.992755,116.3811699,0,187,39901.1294675926,2009-03-29,03:06:26,17
39.9957183,116.381045,0,177.2,39901.1297453704,2009-03-29,03:06:50,17
39.9984599,116.3808433,0,150.9,39901.1299305556,2009-03-29,03:07:06,17
40.0015516,116.3807966,0,167.3,39901.1301388889,2009-03-29,03:07:24,17
40.0043949,116.3805666,0,154.2,39901.1303240741,2009-03-29,03:07:40,17
40.0070133,116.38045,0,157.5,39901.1305092593,2009-03-29,03:07:56,17
40.0089616,116.3802849,0,180.4,39901.1307060185,2009-03-29,03:08:13,17
40.0114316,116.3797033,0,154.2,39901.1308912037,2009-03-29,03:08:29,17
40.0130349,116.3765666,0,160.8,39901.1310763889,2009-03-29,03:08:45,17
40.0151149,116.3739883,0,154.2,39901.1312615741,2009-03-29,03:09:01,17
40.0179499,116.3747516,0,121.4,39901.1314467593,2009-03-29,03:09:17,17
40.0192299,116.3781716,0,121.4,39901.1316319444,2009-03-29,03:09:33,17
40.0206883,116.3812399,0,98.4,39901.1318171296,2009-03-29,03:09:49,17
40.0211283,116.3846066,0,82,39901.1320023148,2009-03-29,03:10:05,17
40.0210016,116.389025,0,114.8,39901.1322337963,2009-03-29,03:10:25,17
40.0209766,116.3925599,0,144.4,39901.1324189815,2009-03-29,03:10:41,17
40.0209099,116.3961133,0,154.2,39901.1326041667,2009-03-29,03:10:57,17
40.0208583,116.3994816,0,173.9,39901.1327893519,2009-03-29,03:11:13,17
40.0201449,116.4023349,0,170.6,39901.132974537,2009-03-29,03:11:29,17
40.0198316,116.4052966,0,183.7,39901.1331597222,2009-03-29,03:11:45,17
40.0218516,116.4049416,0,154.2,39901.1333449074,2009-03-29,03:12:01,17
40.0234066,116.40316,0,134.5,39901.1335300926,2009-03-29,03:12:17,17
40.0251566,116.4033883,0,144.4,39901.1340509259,2009-03-29,03:13:02,17
40.0270783,116.4037516,0,141.1,39901.1342939815,2009-03-29,03:13:23,17
40.0293716,116.4041133,0,144.4,39901.1344791667,2009-03-29,03:13:39,17
40.0314016,116.4044,0,154.2,39901.1346643518,2009-03-29,03:13:55,17
40.03369,116.4048483,0,141.1,39901.134849537,2009-03-29,03:14:11,17
40.0358383,116.4051933,0,131.2,39901.1350810185,2009-03-29,03:14:31,17
